id,title,genres,tagline,overview
376570,Hush,Horror Thriller,Silence can be killer,A deaf woman is stalked by a psychotic killer in her secluded home.
335578,Land of Mine,Drama History War,"They survived the second World War, now they must survive the cleanup","In the days following the surrender of Germany in May 1945, a group of young German prisoners of war were handed over to the Danish authorities and subsequently sent out to the West Coast, where they were ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys were forced to perform the dangerous work under the leadership of the Danish sergeant, Carl Leopold Rasmussen."
353326,The Man Who Knew Infinity,Drama,What does it take to prove the impossible?,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy."
375572,Italian Race,Drama,,"Giulia De Martino is a pilot. At seventeen she partecipates in the GT Championship, under the guidance of her father Mario. But one day everything changes and Giulia has to face alone both the track and her own life."
303858,Money Monster,Thriller,Not every conspiracy is a theory.,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.
322240,Nine Lives,Fantasy Comedy Family,His life just got put on paws.,A stuffy businessman finds himself trapped inside the body of his family's cat.
356298,Don't Think Twice,Comedy Drama,The spotlight's not for everyone.,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time."
326423,Barbershop: The Next Cut,Comedy,Everybody's back for a fresh cut,"It’s been more than 10 years since our last appointment at Calvin’s Barbershop. Calvin and his longtime crew, including Eddie, are still there, but the shop has undergone some major changes. Most noticeably, our once male-dominated sanctuary is now co-ed. The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn. Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood."
330483,The Choice,Drama Romance,Let your heart decide.,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.
205588,Our Kind of Traitor,Thriller,Who Can You Trust With The Truth?,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps."
127380,Finding Dory,Adventure Animation Comedy Family,An unforgettable journey she probably won't remember.,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?
323676,The Boss,Comedy,Watch your assets,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget."
381341,Perfect Strangers,Comedy Drama,"Everyone has three lives: a public life, a private life and a secret life","During a dinner, a group of friends decide to share whatever text message or phone call they will receive during the evening - and all hell breaks loose."
333669,Bastille Day,Action,With law comes disorder,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy."
316152,Free State of Jones,War Action Drama History Thriller,Based on the incredible true story.,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history."
153518,The Angry Birds Movie,Family Animation,Why so angry?,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to."
332411,I Am Wrath,Action Crime Drama Thriller,I lay my vengeance upon them.,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.
347938,11.22.63,Drama History Thriller,"When you fight the past, the past fights back.","An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era."
26691,Neuilly Yo Mama!,Comedy,,Samy moves from the underdeveloped crime-ridden French suburb to the riches of Neuilly.
353069,Mother's Day,Comedy,Celebrate the one day that connects us all,Intersecting stories with different moms collide on Mother's Day.
302401,Snowden,Drama Thriller,The only safe place is on the run.,CIA employee Edward Snowden leaks thousands of classified documents to the press.
355008,Special Correspondents,Comedy,Fake news. Real disaster.,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.
234004,Ratchet & Clank,Action Adventure Animation Family,Ready to kick some asteroid!,"Ratchet and Clank tells the story of two unlikely heroes as they struggle to stop a vile alien named Chairman Drek from destroying every planet in the Solana Galaxy. When the two stumble upon a dangerous weapon capable of destroying entire planets, they must join forces with a team of colorful heroes called The Galactic Rangers in order to save the galaxy. Along the way they'll learn about heroism, friendship, and the importance of discovering one's own identity."
